a,ell,positive_heatlike_integral_over_gamma0,probability_backflow,final_population,min_Pdot,max_Pdot
2.400389343984749291e-01,1.719180236943967377e-01,1.883122821094033394e+00,9.987237925348796397e-02,5.352114163969681204e-01,-2.198144537069441351e-01,1.280345020249157029e-01
2.400389343984749291e-01,1.826437621417049684e-01,1.914351473426723960e+00,1.015170947348804920e-01,5.188573232127048351e-01,-2.277684134682252115e-01,1.264535843974342322e-01
2.400389343984749291e-01,1.940386652453297833e-01,1.938150250417280507e+00,1.027668718681468002e-01,5.021903434190320148e-01,-2.358257876910171968e-01,1.244027297505087004e-01
2.400389343984749291e-01,2.061444813044173707e-01,1.953584390852870722e+00,1.035722251266500971e-01,4.852061519278986768e-01,-2.439776165423849785e-01,1.218806433565258196e-01
2.400389343984749291e-01,2.190055632393610729e-01,1.959667929180362922e+00,1.038810323997175350e-01,4.679014076335885064e-01,-2.522205299767967257e-01,1.188924721588347638e-01
2.400389343984749291e-01,2.326690310906809056e-01,1.955507756129364560e+00,1.036461177339513262e-01,4.502747985831104804e-01,-2.605449923543648461e-01,1.154513403818540340e-01
2.400389343984749291e-01,2.471849446559939156e-01,1.940343856779563225e+00,1.028273803907682332e-01,4.323282763652178118e-01,-2.689457250599365801e-01,1.115737220073888813e-01
2.400389343984749291e-01,2.626064868975767630e-01,1.913475782146026427e+00,1.013879560750971937e-01,4.140684487327994656e-01,-2.774177061585145765e-01,1.072823759993068171e-01
2.400389343984749291e-01,2.789901587924841775e-01,1.874368213985734055e+00,9.929977589564983886e-02,3.955080802893815584e-01,-2.859562196365167952e-01,1.026067565466076137e-01
2.400389343984749291e-01,2.963959863391089078e-01,1.822736161364972185e+00,9.654805076320108204e-02,3.766676308173891874e-01,-2.945569010566303492e-01,9.758109149002049121e-02
2.400389343984749291e-01,3.148877404786074030e-01,1.758492882314154127e+00,9.312855299920129448e-02,3.575767411177202537e-01,-3.032157785062876143e-01,9.224709718132742542e-02
2.400389343984749291e-01,3.345331707369330609e-01,1.681802280052203669e+00,8.905037327566973915e-02,3.382755591304127951e-01,-3.119293076693893663e-01,8.664707282177826209e-02
2.400389343984749291e-01,3.554042534434871947e-01,1.593147400199150576e+00,8.433951301625421115e-02,3.188157870218575329e-01,-3.206943998047956934e-01,8.082913671809664746e-02
2.400389343984749291e-01,3.775774554358037882e-01,1.493318248133298276e+00,7.903823896549200256e-02,2.992613254066763817e-01,-3.295112961070428836e-01,7.484373546535905142e-02
2.400389343984749291e-01,4.011340142164213640e-01,1.383413871458831768e+00,7.320517707258233919e-02,2.796883963268601003e-01,-3.383768918664568637e-01,6.874481779203082954e-02
2.400389343984749291e-01,4.261602355883718496e-01,1.264830400896264306e+00,6.691466094893507022e-02,2.601850439232062384e-01,-3.472883036629234588e-01,6.258354788259691548e-02
2.400389343984749291e-01,4.527478098597549905e-01,1.139300005460414544e+00,6.025873622486453696e-02,2.408499418519330082e-01,-3.562475552182923777e-01,5.641543899945542645e-02
2.400389343984749291e-01,4.809941477758980510e-01,1.008736371086556005e+00,5.333902330157565957e-02,2.217904790244731306e-01,-3.652526029335278479e-01,5.029244478332343948e-02
2.400389343984749291e-01,5.110027374098795594e-01,8.753135555771077714e-01,4.627079475103271222e-02,2.031201481167280443e-01,-3.743010066798720392e-01,4.426506290875563410e-02
2.400389343984749291e-01,5.428835233189813758e-01,7.413033399687065650e-01,3.917440144869244190e-02,1.849553206367472724e-01,-3.833937912931925096e-01,3.838189475356664632e-02
2.400389343984749291e-01,5.767533093562111635e-01,6.091107879955167670e-01,3.217707567794470674e-02,1.674115526091869144e-01,-3.925321456903019812e-01,3.268950219589909084e-02
2.400389343984749291e-01,6.127361866127036816e-01,4.811704323859642973e-01,2.540752089239638536e-02,1.505996193557290197e-01,-4.017125322610267113e-01,2.722911081886903242e-02
2.400389343984749291e-01,6.509639880588831140e-01,3.636050435982576823e-01,1.919092091551072646e-02,1.346215192059525556e-01,-4.109344404560125730e-01,2.203924227150722698e-02
2.400389343984749291e-01,6.915767715500877877e-01,2.599134698620824135e-01,1.371216331510525903e-02,1.195667076579295107e-01,-4.201970796712782286e-01,1.715373221465713721e-02
2.400389343984749291e-01,7.347233329662770096e-01,1.710123890171316996e-01,9.018347850471408050e-03,1.055088207069550393e-01,-4.294991708124187846e-01,1.260340379167382979e-02
2.400389343984749291e-01,7.805617513658469342e-01,9.787547241408159349e-02,5.159515250695394066e-03,9.250311682965578486e-02,-4.388386964084367570e-01,8.414783109212993148e-03
2.400389343984749291e-01,8.292599681508731058e-01,4.185338411549749393e-02,2.205551560901119861e-03,8.058481310702637901e-02,-4.482126019624907975e-01,4.610825570811597461e-03
2.400389343984749291e-01,8.809964023657076426e-01,5.978234368790112836e-03,3.149415571571324477e-04,6.976841760273350124e-02,-4.576217596721652292e-01,1.211597176344939540e-03
2.400389343984749291e-01,9.359606043832426892e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.004807597171287620e-02,-4.670629646477199026e-01,0.000000000000000000e+00
2.400389343984749291e-01,9.943539503737974794e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.139886585340584096e-02,-4.765273680177357640e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.056390380101000614e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.377889852968511186e-02,-4.860215818018595590e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.122297180747786838e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.713203244975292472e-02,-4.955342428966051926e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.192315819644253594e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.139097302892678021e-02,-5.050612306410924290e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.266702828948323756e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.648052887168123037e-02,-5.146004844647310561e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.345730745520447469e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.232081336653903708e-02,-5.241488772629407933e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.429689109435866134e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.883021642941059420e-02,-5.337018463270134516e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.518885524792715991e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.592801648849138593e-02,-5.432529488002408868e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.613646786702571667e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.353655028396331950e-02,-5.527933242731400965e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.714320078592415975e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158290197306630596e-02,-5.623150224460172764e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.821274244204725834e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000010993551409856e-02,-5.718287574892568781e-01,0.000000000000000000e+00
2.400389343984749291e-01,1.934901138955933853e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.727918309811927289e-03,-5.813062685884358149e-01,0.000000000000000000e+00
2.400389343984749291e-01,2.055617065604391058e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.713120955819081394e-03,-5.907577105898258463e-01,0.000000000000000000e+00
2.400389343984749291e-01,2.183864299487725980e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.909559246863334475e-03,-6.001745158931636182e-01,0.000000000000000000e+00
2.400389343984749291e-01,2.320112708917779543e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.277842892372015315e-03,-6.095440490759758134e-01,0.000000000000000000e+00
2.400389343984749291e-01,2.464861476669807594e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.784865635887574513e-03,-6.188628731803954564e-01,0.000000000000000000e+00
2.400389343984749291e-01,2.618640928873157581e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.403185672294663969e-03,-6.281258847422576119e-01,0.000000000000000000e+00
2.400389343984749291e-01,2.782014478003976610e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.110334495041072601e-03,-6.373257689863133235e-01,0.000000000000000000e+00
2.400389343984749291e-01,2.955580687098715575e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.888108388848151978e-03,-6.464523329182624289e-01,0.000000000000000000e+00
2.400389343984749291e-01,3.139975462751139812e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.721885050095830580e-03,-6.555032489293062259e-01,0.000000000000000000e+00
2.400389343984749291e-01,3.335874384927570713e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.599995222885619635e-03,-6.644896530124148049e-01,0.000000000000000000e+00
2.400389343984749291e-01,3.543995182136195243e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.513167174055462971e-03,-6.733657467542096819e-01,0.000000000000000000e+00
2.400389343984749291e-01,3.765100361018915542e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.454051434363859654e-03,-6.821750825124589523e-01,0.000000000000000000e+00
2.400389343984749291e-01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.416825208994641129e-03,-6.908575252710926762e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.000000000000000021e-02,1.051737727167239567e-01,5.592140674694281999e-03,9.524812870628115435e-01,-2.029375446531656024e-02,1.633314586351775066e-02
2.561242526798838126e-01,1.062388679306682480e-02,1.117899594706974337e-01,5.943882209325288164e-03,9.496556463848518925e-01,-2.151010871491027335e-02,1.731437469437357990e-02
2.561242526798838126e-01,1.128669705918996895e-02,1.188223377992430052e-01,6.317744821858021879e-03,9.466708341510954305e-01,-2.279616794249992792e-02,1.835185669828903743e-02
2.561242526798838126e-01,1.199085918244744732e-02,1.262966384946438148e-01,6.715095536613649267e-03,9.435189747713464969e-01,-2.415567186919277340e-02,1.944844491981440743e-02
2.561242526798838126e-01,1.273895305059274952e-02,1.342400443456921166e-01,7.137378452414463309e-03,9.401919377658459753e-01,-2.559213503457551109e-02,2.060708316258338252e-02
2.561242526798838126e-01,1.353371950716906330e-02,1.426877949481935581e-01,7.586463777836686441e-03,9.366813470959585164e-01,-2.710972239265243416e-02,2.183080007370558767e-02
2.561242526798838126e-01,1.437807039332842686e-02,1.516665316802397745e-01,8.063767694288015431e-03,9.329785933868973702e-01,-2.871217406975822353e-02,2.312270134872318819e-02
2.561242526798838126e-01,1.527509921614669981e-02,1.612067386557606286e-01,8.570909796812463052e-03,9.290748493587333012e-01,-3.040389639724414006e-02,2.448595975353556886e-02
2.561242526798838126e-01,1.622809248252063061e-02,1.713467989390148605e-01,9.109927414228349840e-03,9.249610887928023661e-01,-3.218889681051972929e-02,2.592380262119227050e-02
2.561242526798838126e-01,1.724054174017179350e-02,1.821255691181165315e-01,9.682883228433053491e-03,9.206281093682940897e-01,-3.407192726091113483e-02,2.743949643952644721e-02
2.561242526798838126e-01,1.831615636987284426e-02,1.935738754617326862e-01,1.029141591138195248e-02,9.160665597055079878e-01,-3.605714785963477081e-02,2.903632810031554420e-02
2.561242526798838126e-01,1.945887717576388898e-02,2.057397866450207946e-01,1.093807546784499908e-02,9.112669709477850821e-01,-3.814945459695560925e-02,3.071758233221986295e-02
2.561242526798838126e-01,2.067289082355074428e-02,2.186636179484951203e-01,1.162500251141057768e-02,9.062197932011245571e-01,-4.035350739181352980e-02,3.248651478856249414e-02
2.561242526798838126e-01,2.196264517948329914e-02,2.323838644104120887e-01,1.235424168527095821e-02,9.009154371276248963e-01,-4.267398939187114215e-02,3.434632020770769789e-02
2.561242526798838126e-01,2.333286560631255002e-02,2.469614313665754735e-01,1.312902176998800505e-02,8.953443209535415503e-01,-4.511583275613682137e-02,3.630009500931886263e-02
2.561242526798838126e-01,2.478857227593068979e-02,2.624253121203539152e-01,1.395088572018573017e-02,8.894969231033892365e-01,-4.768423650762554367e-02,3.835079363547267556e-02
2.561242526798838126e-01,2.633509856212426156e-02,2.788491752534447143e-01,1.482373656235926734e-02,8.833638406049958425e-01,-5.038391788976324254e-02,4.050117789329334139e-02
2.561242526798838126e-01,2.797811058082649155e-02,2.962603676956939158e-01,1.574903026198653383e-02,8.769358533249765886e-01,-5.321988382371376641e-02,4.275375850789327886e-02
2.561242526798838126e-01,2.972362794946058900e-02,3.147372186906806646e-01,1.673091556160450147e-02,8.702039939863062123e-01,-5.619712386834475881e-02,4.511072805409882536e-02
2.561242526798838126e-01,3.157804584143061172e-02,3.343142125714461121e-01,1.777122485579098535e-02,8.631596237878285116e-01,-5.932057810361923006e-02,4.757388440675628521e-02
2.561242526798838126e-01,3.354815841656336173e-02,3.550576763840967431e-01,1.887347187553192404e-02,8.557945132865683036e-01,-6.259510065652496014e-02,5.014454383739596482e-02
2.561242526798838126e-01,3.564118371334409202e-02,3.770269371477068532e-01,2.004079966437524035e-02,8.481009280161856401e-01,-6.602541852767095099e-02,5.282344289594687048e-02
2.561242526798838126e-01,3.786479009414649155e-02,4.002673309694233517e-01,2.127561137153825138e-02,8.400717180968558795e-01,-6.961622459088484538e-02,5.561062825766486389e-02
2.561242526798838126e-01,4.022712434034501905e-02,4.248409390623333892e-01,2.258119300622711198e-02,8.317004108432664022e-01,-7.337222521087619076e-02,5.850533379662099104e-02
2.561242526798838126e-01,4.273684150024484318e-02,4.508133114084900694e-01,2.396101175202522762e-02,8.229813050983633138e-01,-7.729719217923212982e-02,6.150584427881148480e-02
2.561242526798838126e-01,4.540313659918413652e-02,4.782234897099146287e-01,2.541713289572380963e-02,8.139095657137777051e-01,-8.139525784745681170e-02,6.460934526280252832e-02
2.561242526798838126e-01,4.823577832798812970e-02,5.071218646536718166e-01,2.695221821691724806e-02,8.044813162672415086e-01,-8.567035219014935976e-02,6.781175906816862275e-02
2.561242526798838126e-01,5.124514483320120189e-02,5.375539171027979846e-01,2.856866687441697930e-02,7.946937277605017336e-01,-9.012548200657144459e-02,7.110756703794897382e-02
2.561242526798838126e-01,5.444226174022428338e-02,5.695584864753984178e-01,3.026852334031326919e-02,7.845451006874246680e-01,-9.476347411348860772e-02,7.448961879840183820e-02
2.561242526798838126e-01,5.783884254866560048e-02,6.031657449301459639e-01,3.205336973376163301e-02,7.740349375164649048e-01,-9.958753843164339092e-02,7.794892982613731147e-02
2.561242526798838126e-01,6.144733154790400081e-02,6.383948518324046306e-01,3.392420120787162374e-02,7.631640023113961391e-01,-1.045990441801360887e-01,8.147446938791294557e-02
2.561242526798838126e-01,6.528094941009757179e-02,6.752512665160093075e-01,3.588128323262173430e-02,7.519343639439203253e-01,-1.097995480733962720e-01,8.505294184004794089e-02
2.561242526798838126e-01,6.935374162767990458e-02,7.137237030618046596e-01,3.792398992129597524e-02,7.403494191593525953e-01,-1.151899475845482024e-01,8.866856537798804838e-02
2.561242526798838126e-01,7.368062997280773463e-02,7.537807191844501098e-01,4.005062299397017106e-02,7.284138916768687633e-01,-1.207704036887967264e-01,9.230285362301279828e-02
2.561242526798838126e-01,7.827746716729556964e-02,7.953816018182521264e-01,4.225898478137707359e-02,7.161338035783866296e-01,-1.265411111259530375e-01,9.593440692614986498e-02
2.561242526798838126e-01,8.316109496333533302e-02,8.384568095132278742e-01,4.454534517253046222e-02,7.035164155099458139e-01,-1.325005654608453487e-01,9.953872195192235706e-02
2.561242526798838126e-01,8.834940584779542305e-02,8.828727641250592173e-01,4.690258367539582723e-02,6.905701327343565232e-01,-1.386468354522163160e-01,1.030880299546777512e-01
2.561242526798838126e-01,9.386140859616946830e-02,9.285184385362895698e-01,4.932475462250366510e-02,6.773043748838123435e-01,-1.449777172011877946e-01,1.065511761361079557e-01
2.561242526798838126e-01,9.971729791634936779e-02,9.751914160677275234e-01,5.180107740176705805e-02,6.637294084141049932e-01,-1.514903738344769435e-01,1.098935545070739705e-01
2.561242526798838126e-01,1.059385284373813990e-01,1.022688331446044430e+00,5.432070404013730758e-02,6.498561422999141746e-01,-1.581803676531189917e-01,1.130771146718190651e-01
2.561242526798838126e-01,1.125478933142830401e-01,1.070704874333434642e+00,5.686744695184082349e-02,6.356958894639156421e-01,-1.650432174889870096e-01,1.160604587730696413e-01
2.561242526798838126e-01,1.195696077369105548e-01,1.118965324878096856e+00,5.942660573036188248e-02,6.212600988129154400e-01,-1.720735162411630714e-01,1.187990483056862168e-01
2.561242526798838126e-01,1.270293976488344745e-01,1.167052083258738993e+00,6.197598242944746955e-02,6.065600655458275314e-01,-1.792663161106591851e-01,1.212455414025746248e-01
2.561242526798838126e-01,1.349545940012686629e-01,1.214523587457416509e+00,6.449209686400782238e-02,5.916066305501224143e-01,-1.866142885589504030e-01,1.233502812525171244e-01
2.561242526798838126e-01,1.433742328873773286e-01,1.260878887562809414e+00,6.694832016554623511e-02,5.764098831151642788e-01,-1.941110768585204704e-01,1.250619552167765713e-01
2.561242526798838126e-01,1.523191619238295214e-01,1.305551391910126480e+00,6.931454714100981906e-02,5.609788847087289199e-01,-2.017487690046660676e-01,1.263284416304564506e-01
2.561242526798838126e-01,1.618221532693579490e-01,1.347909346691374299e+00,7.155722448063434049e-02,5.453214349660789884e-01,-2.095203086093418987e-01,1.270978568534646136e-01
2.561242526798838126e-01,1.719180236943967377e-01,1.387258612443641681e+00,7.363950112422359973e-02,5.294439040396893281e-01,-2.174180975516654124e-01,1.273198085383105693e-01
2.561242526798838126e-01,1.826437621417049684e-01,1.422848206530050508e+00,7.552152560567115813e-02,5.133511576922633601e-01,-2.254340276258622044e-01,1.269468520275256473e-01
2.561242526798838126e-01,1.940386652453297833e-01,1.453879063078270528e+00,7.716091422646616238e-02,4.970466025643024977e-01,-2.335595191168735318e-01,1.259361351099551884e-01
2.561242526798838126e-01,2.061444813044173707e-01,1.479516408908468250e+00,7.851341106462433883e-02,4.805323784439576862e-01,-2.417878383564704969e-01,1.242512020519731808e-01
2.561242526798838126e-01,2.190055632393610729e-01,1.498906057984662477e+00,7.953375569482597218e-02,4.638097216324478800e-01,-2.501101784437675390e-01,1.218639111205883779e-01
2.561242526798838126e-01,2.326690310906809056e-01,1.511196950034405351e+00,8.017688076964989141e-02,4.468795181842970532e-01,-2.585212500731834395e-01,1.187564012930696633e-01
2.561242526798838126e-01,2.471849446559939156e-01,1.515598488881861883e+00,8.040094027763654283e-02,4.297430575531430708e-01,-2.670125837941220159e-01,1.150675940121057839e-01
2.561242526798838126e-01,2.626064868975767630e-01,1.511296322698872707e+00,8.016289614635301042e-02,4.124029857991566295e-01,-2.755781570229414168e-01,1.109369476262837551e-01
2.561242526798838126e-01,2.789901587924841775e-01,1.497598109769093577e+00,7.942619820969584743e-02,3.948644430721288123e-01,-2.842121808474201705e-01,1.063909820070406409e-01
2.561242526798838126e-01,2.963959863391089078e-01,1.473929482402352109e+00,7.816058606490682015e-02,3.771363529649190971e-01,-2.929091574534339881e-01,1.014613718716802365e-01
2.561242526798838126e-01,3.148877404786074030e-01,1.439874755573588683e+00,7.634424244321577624e-02,3.592328123340244872e-01,-3.016654321264820027e-01,9.618481643402185255e-02
2.561242526798838126e-01,3.345331707369330609e-01,1.395198588861910505e+00,7.396494360132423174e-02,3.411745105613056550e-01,-3.104771083024848721e-01,9.060334989583554433e-02
2.561242526798838126e-01,3.554042534434871947e-01,1.339859653144635843e+00,7.102078710709627818e-02,3.229900886980949792e-01,-3.193385883292951810e-01,8.476672146400547614e-02
2.561242526798838126e-01,3.775774554358037882e-01,1.274080336629900723e+00,6.752385788236667241e-02,3.047173336066755778e-01,-3.282503447569284916e-01,7.872150682467105032e-02
2.561242526798838126e-01,4.011340142164213640e-01,1.198379007143431929e+00,6.350192036989511790e-02,2.864040924748438854e-01,-3.372068738353248829e-01,7.252453624893290263e-02
2.561242526798838126e-01,4.261602355883718496e-01,1.113492139556250926e+00,5.899432321682881314e-02,2.681087913441341231e-01,-3.462090919309226411e-01,6.622850035332296381e-02
2.561242526798838126e-01,4.527478098597549905e-01,1.020497128235302364e+00,5.405843140211711445e-02,2.499004497040416550e-01,-3.552526027021347677e-01,5.988959044134301718e-02
2.561242526798838126e-01,4.809941477758980510e-01,9.207221081315092315e-01,4.876486936150279533e-02,2.318581032544847764e-01,-3.643397624981027372e-01,5.356506929582551674e-02
2.561242526798838126e-01,5.110027374098795594e-01,8.157632803976897495e-01,4.319840026377284176e-02,2.140695790710138158e-01,-3.734653583616632244e-01,4.730715882453920273e-02
2.561242526798838126e-01,5.428835233189813758e-01,7.074294393285203153e-01,3.745497828399009521e-02,1.966296106620841755e-01,-3.826334323436707541e-01,4.117046518310741449e-02
2.561242526798838126e-01,5.767533093562111635e-01,5.977115125285705766e-01,3.164010902086226984e-02,1.796373321899203956e-01,-3.918384237439384576e-01,3.520420148629155310e-02
2.561242526798838126e-01,6.127361866127036816e-01,4.887102925318823066e-01,2.586501498806419511e-02,1.631932471757095715e-01,-4.010830403693690371e-01,2.945449967147312914e-02
2.561242526798838126e-01,6.509639880588831140e-01,3.825932871378810440e-01,2.024433040533188746e-02,1.473958216502788687e-01,-4.103652829352121278e-01,2.396579197521682067e-02
2.561242526798838126e-01,6.915767715500877877e-01,2.815531320146250627e-01,1.489388499498717038e-02,1.323378984072862141e-01,-4.196820496917680332e-01,1.877564386959110557e-02
2.561242526798838126e-01,7.347233329662770096e-01,1.884023019289193246e-01,9.962477687734668658e-03,1.181031612166527633e-01,-4.290342835201883531e-01,1.391925543875459359e-02
2.561242526798838126e-01,7.805617513658469342e-01,1.101029511617476614e-01,5.819849486442592139e-03,1.047628900293969406e-01,-4.384219812179588338e-01,9.427826443597376108e-03
2.561242526798838126e-01,8.292599681508731058e-01,4.927747367400838602e-02,2.603804069210012215e-03,9.237323689592917553e-02,-4.478406918230512512e-01,5.328699690650797079e-03
2.561242526798838126e-01,8.809964023657076426e-01,8.953243063586675474e-03,4.729391399612527854e-04,8.097321701463910948e-02,-4.572883704418670980e-01,1.644985429054809326e-03
2.561242526798838126e-01,9.359606043832426892e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.058355290062351406e-02,-4.667619926822212939e-01,0.000000000000000000e+00
2.561242526798838126e-01,9.943539503737974794e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.120643823467174227e-02,-4.762635384169832675e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.056390380101000614e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.282621008933691131e-02,-4.857858771845033896e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.122297180747786838e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.541084360142625537e-02,-4.953206232365214290e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.192315819644253594e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.891412088401296349e-02,-5.048774158967909154e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.266702828948323756e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.327828301201196659e-02,-5.144376850692925496e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.345730745520447469e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.843695393406039246e-02,-5.240041119117722079e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.429689109435866134e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.431812808226346476e-02,-5.335746252620745533e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.518885524792715991e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.084703583897894869e-02,-5.431390594188060250e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.613646786702571667e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.794873715323131932e-02,-5.526924999033627772e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.714320078592415975e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.555033687624426259e-02,-5.622281377829830840e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.821274244204725834e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.358275967786899165e-02,-5.717496871862124408e-01,0.000000000000000000e+00
2.561242526798838126e-01,1.934901138955933853e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.198206300886635670e-02,-5.812437539813880560e-01,0.000000000000000000e+00
2.561242526798838126e-01,2.055617065604391058e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.069030058150706279e-02,-5.906958201648654372e-01,0.000000000000000000e+00
2.561242526798838126e-01,2.183864299487725980e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.655974988639421525e-03,-6.001232421821898200e-01,0.000000000000000000e+00
2.561242526798838126e-01,2.320112708917779543e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.834136272503671783e-03,-6.094972136487887271e-01,0.000000000000000000e+00
2.561242526798838126e-01,2.464861476669807594e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.186194031046133482e-03,-6.188143770529270782e-01,0.000000000000000000e+00
2.561242526798838126e-01,2.618640928873157581e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.679514813097256323e-03,-6.280860884219124918e-01,0.000000000000000000e+00
2.561242526798838126e-01,2.782014478003976610e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.286875010815863779e-03,-6.372923120315323597e-01,0.000000000000000000e+00
2.561242526798838126e-01,2.955580687098715575e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.985833232312984274e-03,-6.464263776407106477e-01,0.000000000000000000e+00
2.561242526798838126e-01,3.139975462751139812e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.758076432067757454e-03,-6.554808754837821994e-01,0.000000000000000000e+00
2.561242526798838126e-01,3.335874384927570713e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.588782271754505676e-03,-6.644630958764047302e-01,0.000000000000000000e+00
2.561242526798838126e-01,3.543995182136195243e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.466027729125464057e-03,-6.733619518317026653e-01,0.000000000000000000e+00
2.561242526798838126e-01,3.765100361018915542e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.380262201698327570e-03,-6.821549349619052682e-01,0.000000000000000000e+00
2.561242526798838126e-01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.323853293561346178e-03,-6.908569205004998492e-01,0.000000000000000000e+00
2.732874688650747119e-01,1.000000000000000021e-02,5.815071278117437542e-02,3.093929660509711632e-03,9.532086547385204556e-01,-1.968488146696998134e-02,1.241920275999053996e-02
2.732874688650747119e-01,1.062388679306682480e-02,6.188478501148499816e-02,3.292580404569659270e-03,9.504159776763326795e-01,-2.086716607011353600e-02,1.317779243331717275e-02
2.732874688650747119e-01,1.128669705918996895e-02,6.586721941462116148e-02,3.504440273717384421e-03,9.474647308455089734e-01,-2.211765082581120326e-02,1.398144643411633296e-02
2.732874688650747119e-01,1.199085918244744732e-02,7.011067045118273000e-02,3.730182907657852813e-03,9.443469160172929255e-01,-2.343973641809923500e-02,1.483265293671351751e-02
2.732874688650747119e-01,1.273895305059274952e-02,7.463245893751727089e-02,3.970729231525611282e-03,9.410542568108197781e-01,-2.483715027481626231e-02,1.573400805991883450e-02
2.732874688650747119e-01,1.353371950716906330e-02,7.945101312828238560e-02,4.227059017989521356e-03,9.375782054608375882e-01,-2.631384389232584164e-02,1.668821556955810831e-02
2.732874688650747119e-01,1.437807039332842686e-02,8.459293790371402721e-02,4.500585172471173283e-03,9.339099523279114079e-01,-2.787359742903083165e-02,1.769808551625341037e-02
2.732874688650747119e-01,1.527509921614669981e-02,9.007401259828395901e-02,4.792147667488661639e-03,9.300404384832463567e-01,-2.952081809457828346e-02,1.876653159103178203e-02
2.732874688650747119e-01,1.622809248252063061e-02,9.591585413808058347e-02,5.102895777951692302e-03,9.259603717192748107e-01,-3.125944885177833060e-02,1.989656694792333452e-02
2.732874688650747119e-01,1.724054174017179350e-02,1.021478667452323519e-01,5.434391281852712398e-03,9.216602463531792244e-01,-3.309418135718809884e-02,2.109129820521744511e-02
2.732874688650747119e-01,1.831615636987284426e-02,1.087957059939143045e-01,5.787997744240615770e-03,9.171303672037639521e-01,-3.502929738940265686e-02,2.235391729522438753e-02
